[2019/7/31 - 17:47:36] Master (ID: 0 | SQL ID: 2 | Level: 1 | IP: 127.0.0.1) has disconnected.
[2019/7/31 - 18:23:37] Hoang_Vu (ID: 0 | SQL ID: 5 | Level: 1 | IP: 127.0.0.1) has logged in.
[2019/7/31 - 18:25:35] Hoang_Vua (ID: 1 | SQL ID: 6 | Level: 1 | IP: 127.0.0.1) has logged in.
[2019/7/31 - 18:25:49] Hoang_Vuaa (ID: 2 | SQL ID: 7 | Level: 1 | IP: 127.0.0.1) has logged in.
[2019/7/31 - 18:26:01] Hoang_Vuaa_Ittl (ID: 3 | SQL ID: 8 | Level: 1 | IP: 127.0.0.1) has logged in.
[2019/7/31 - 18:31:25] Hoang_Vu (ID: 0 | SQL ID: 5 | Level: 1 | IP: 127.0.0.1) has disconnected.
[2019/7/31 - 18:31:25] Hoang_Vua (ID: 1 | SQL ID: 6 | Level: 1 | IP: 127.0.0.1) has disconnected.
[2019/7/31 - 18:31:25] Hoang_Vuaa (ID: 2 | SQL ID: 7 | Level: 1 | IP: 127.0.0.1) has disconnected.
[2019/7/31 - 18:31:25] Hoang_Vuaa_Ittl (ID: 3 | SQL ID: 8 | Level: 1 | IP: 127.0.0.1) has disconnected.
[2019/7/31 - 18:47:29] Master_Vu (ID: 0 | SQL ID: 3 | Level: 1 | IP: 127.0.0.1) has logged in.
[2019/7/31 - 18:48:30] Master (ID: 1 | SQL ID: 2 | Level: 1 | IP: 127.0.0.1) has logged in.
[2019/7/31 - 18:56:06] Master (ID: 1 | SQL ID: 2 | Level: 1 | IP: 127.0.0.1) has disconnected.
[2019/7/31 - 18:56:10] Master_Vu (ID: 0 | SQL ID: 3 | Level: 1 | IP: 127.0.0.1) has disconnected.
[2019/8/4 - 22:22:06] Hoang_Vu (ID: 0 | SQL ID: 5 | Level: 1 | IP: 127.0.0.1) has logged in.
[2019/8/4 - 22:40:23] Hoang_Vu (ID: 0 | SQL ID: 5 | Level: 3 | IP: 127.0.0.1) has disconnected.
[2019/8/10 - 22:04:34] Master (ID: 0 | SQL ID: 2 | Level: 1 | IP: 127.0.0.1) has logged in.
[2019/8/10 - 22:12:30] Master (ID: 0 | SQL ID: 2 | Level: 1 | IP: 127.0.0.1) has disconnected.
[2019/8/10 - 22:13:46] Master (ID: 0 | SQL ID: 2 | Level: 1 | IP: 127.0.0.1) has logged in.
[2019/8/10 - 22:14:04] Master (ID: 0 | SQL ID: 2 | Level: 1 | IP: 127.0.0.1) has disconnected.
[2019/8/10 - 22:33:30] Master (ID: 0 | SQL ID: 2 | Level: 1 | IP: 127.0.0.1) has logged in.
[2019/8/10 - 22:36:08] Master (ID: 0 | SQL ID: 2 | Level: 1 | IP: 127.0.0.1) has disconnected.
[2019/8/10 - 22:37:27] Master (ID: 0 | SQL ID: 2 | Level: 1 | IP: 127.0.0.1) has logged in.
[2019/8/10 - 22:37:43] Master (ID: 0 | SQL ID: 2 | Level: 1 | IP: 127.0.0.1) has disconnected.
[2021/6/9 - 10:42:58] Virus_Khoimap (ID: 0 | SQL ID: 9 | Level: 1 | IP: 127.0.0.1) has logged in.
[2021/6/9 - 10:47:26] Virus_Khoimap (ID: 0 | SQL ID: 9 | Level: 1 | IP: 127.0.0.1) has logged in.
[2021/6/9 - 10:57:13] Virus_Khoimap (ID: 0 | SQL ID: 9 | Level: 1 | IP: 127.0.0.1) has disconnected.
